id,target,s_label,t_label,source
972,i &apos;m praying you for all of what you have been doing to stop obama care .,1,0,thank you patty for all that you an d all you are doing for us unemployed .
973,"tell obamacare to work , but at least you will be doing that the government &apos;s vont will not vote .",1,0,say goodbye to 2020. but at least you know those pharma checks won 't bounce .
974,"nau you have been doing something about obamacare , you can &apos;t get them out .",1,0,"you 've taken enough money from big pharma , you can afford them ."
975,"trey , you can do something about it .",1,0,"patty , you can do something about this ."
976,what if the people of south carolina and the republican party are trying to get rid of pakistan--is in order to the constitution that is for us ?,1,0,what if occupying countries like iraq and afghanistan--and bombing pakistan--is directly related to the hatred directed towards us ?
977,"happy thanksgiving to you and your family , mr. gowdy ! ! ! !",1,0,"happy thanksgiving to you and your family , elizabeth ! ! !"
978,"mr. gowdy , why are we going to get rid of us , why is congress going to be impeached it &apos;s time for multnomah ? ?",1,0,"mr. wyden , explain to us oregonians , why was mental health taken out of multnomah county years ago ? ?"
979,.. mr. gowdy : ),1,0,.. ms. gabbard : )
980,and but rand is a lot of ... rino boohker !,1,0,and yet newark is a mess ... thanks mayor boohker !
981,"what a good , you have done and we know the way of bull-crap that you are going on the constitution for the constitution .",1,0,"what difference , you already voted and we see the bull-crap spin you 're putting on the vote for sanders amendment ."
982,the people are a lot of office but the irs is going to have to do something about it .,1,0,businesses have a bottom line but greed always seems to blur those lines .
983,look at what the republican party is going to be done about the idot of the irs &apos;s freedom .,1,0,look what congressional idot ( who has millions ) is championing the middle class
984,"in oklahoma , the people ! !",1,0,michigan voters need to remember this come 2014 or act now ! ! !
985,"and what if we are doing and we need to get rid of all of the debt ceiling , diminishing obama and his de , as well as the president with the republican party , we need to stop the debt ceiling .",1,0,"so what if we strike and we open up more chemical weapons stockpiles , syria and her backers ( like russia with nuclear warheads pointed our way ) decide to attack * us * ."
986,i am so disappointed that you are doing us in washington .,1,0,i am so proud you represent us in virginia .
987,"she is not doing the right thing to get rid of , so well , but i will vote for it .",1,0,"she probably isn 't the first criminal to get nominated , so yeah , congratulations on burying bernie ."
988,"we will be praying ... unaccountably and unconstitutionally - to stop the constitution , and then we can &apos;t get rid of our country .",1,0,"we continue to - unaccountably and unconstitutionally - spread violence , and then we 're shocked when it sprouts in our backyard ."
989,"mr. graham , why are you going to say that all the blm of obamacare is going to do ?",1,0,"ms warren , do you find that any blm statements incite violence ?"
990,congratulations mr gowdy ! !,1,0,congratulations to you senator !
991,"why is he going to be a true man of this avort??e , senator mccain ?",1,0,"why do you support a champion of this failed policy , hillary clinton ?"
992,now the american people need to get rid of obama care ... that is why it &apos;s time for the constitution ) and pregnant .,1,0,now the democrats have to kick out hillary ( who is without a doubt far worse than trump ) and nominate sanders .
993,obamacare has not been going to do their job .,1,0,dnc did not read their own polls .
994,i will be voting for you if you are doing in the house !,1,0,i will vote for you if you run in 2020 !
995,"senator isakson , if your job on fox care / 11 , obama care , implores of the white house , ron paul .",1,0,"senator schumer , where were your tears on 9 / 11 , boston bombing , florida , ohio university , san bernadino ."
996,"the constitution is out of office and a damn for all the country , the constitution and all of the people .",1,0,"trump is out of control and a threat to the entire country , democracy and every single individual as well ."
997,contemporary james .,1,0,kudos peter .
998,"queda as well as the constitution is doing something , he needs to be impeached !",1,0,"as fast as trump is destroying stuff , , , , people really need to hurry !"
